category,report_type,stock_symbol,year,month,value_type
government_quarterly,shareholding,LT,2024,3,0.0023
government_quarterly,shareholding,LT,2024,6,0.0024
government_quarterly,shareholding,LT,2024,9,0.0024
public_quarterly,shareholding,LT,2021,12,0.4382
public_quarterly,shareholding,LT,2022,3,0.4386
public_quarterly,shareholding,LT,2022,6,0.4407
public_quarterly,shareholding,LT,2022,9,0.37170000000000003
public_quarterly,shareholding,LT,2022,12,0.36700000000000005
public_quarterly,shareholding,LT,2023,3,0.3665
public_quarterly,shareholding,LT,2023,6,0.36469999999999997
public_quarterly,shareholding,LT,2023,9,0.3689
public_quarterly,shareholding,LT,2023,12,0.3693
public_quarterly,shareholding,LT,2024,3,0.37329999999999997
public_quarterly,shareholding,LT,2024,6,0.3801
public_quarterly,shareholding,LT,2024,9,0.376
No. of Shareholders,shareholding,LT,2021,12,1384818.0
No. of Shareholders,shareholding,LT,2022,3,1492124.0
No. of Shareholders,shareholding,LT,2022,6,1555966.0
No. of Shareholders,shareholding,LT,2022,9,1478383.0
No. of Shareholders,shareholding,LT,2022,12,1418086.0
No. of Shareholders,shareholding,LT,2023,3,1425064.0
No. of Shareholders,shareholding,LT,2023,6,1423202.0
No. of Shareholders,shareholding,LT,2023,9,1407117.0
No. of Shareholders,shareholding,LT,2023,12,1454624.0
No. of Shareholders,shareholding,LT,2024,3,1564085.0
No. of Shareholders,shareholding,LT,2024,6,1736844.0
No. of Shareholders,shareholding,LT,2024,9,1689155.0
Sales_profit-loss,profit-loss,M&M,2013,3,68693.0
Sales_profit-loss,profit-loss,M&M,2014,3,74001.0
Sales_profit-loss,profit-loss,M&M,2015,3,71448.0
Sales_profit-loss,profit-loss,M&M,2016,3,75841.0
Sales_profit-loss,profit-loss,M&M,2017,3,83773.0
Sales_profit-loss,profit-loss,M&M,2018,3,92094.0
Sales_profit-loss,profit-loss,M&M,2019,3,104721.0
Sales_profit-loss,profit-loss,M&M,2020,3,75382.0
Sales_profit-loss,profit-loss,M&M,2021,3,74278.0
Sales_profit-loss,profit-loss,M&M,2022,3,90171.0
Sales_profit-loss,profit-loss,M&M,2023,3,121269.0
Sales_profit-loss,profit-loss,M&M,2024,3,139078.0
Expenses_profit-loss,profit-loss,M&M,2013,3,59578.0
Expenses_profit-loss,profit-loss,M&M,2014,3,63830.0
Expenses_profit-loss,profit-loss,M&M,2015,3,62655.0
Expenses_profit-loss,profit-loss,M&M,2016,3,65759.0
Expenses_profit-loss,profit-loss,M&M,2017,3,73038.0
Expenses_profit-loss,profit-loss,M&M,2018,3,78868.0
Expenses_profit-loss,profit-loss,M&M,2019,3,89514.0
Expenses_profit-loss,profit-loss,M&M,2020,3,65224.0
Expenses_profit-loss,profit-loss,M&M,2021,3,62791.0
Expenses_profit-loss,profit-loss,M&M,2022,3,75488.0
Expenses_profit-loss,profit-loss,M&M,2023,3,100983.0
Expenses_profit-loss,profit-loss,M&M,2024,3,114186.0
Operating Profit,profit-loss,M&M,2013,3,9116.0
Operating Profit,profit-loss,M&M,2014,3,10170.0
Operating Profit,profit-loss,M&M,2015,3,8793.0
Operating Profit,profit-loss,M&M,2016,3,10082.0
Operating Profit,profit-loss,M&M,2017,3,10735.0
Operating Profit,profit-loss,M&M,2018,3,13226.0
Operating Profit,profit-loss,M&M,2019,3,15207.0
Operating Profit,profit-loss,M&M,2020,3,10158.0
Operating Profit,profit-loss,M&M,2021,3,11487.0
Operating Profit,profit-loss,M&M,2022,3,14683.0
Operating Profit,profit-loss,M&M,2023,3,20285.0
Operating Profit,profit-loss,M&M,2024,3,24892.0
OPM %,profit-loss,M&M,2013,3,0.13
OPM %,profit-loss,M&M,2014,3,0.14
OPM %,profit-loss,M&M,2015,3,0.12
OPM %,profit-loss,M&M,2016,3,0.13
OPM %,profit-loss,M&M,2017,3,0.13
OPM %,profit-loss,M&M,2018,3,0.14
OPM %,profit-loss,M&M,2019,3,0.15
OPM %,profit-loss,M&M,2020,3,0.13
OPM %,profit-loss,M&M,2021,3,0.15
OPM %,profit-loss,M&M,2022,3,0.16
OPM %,profit-loss,M&M,2023,3,0.17
OPM %,profit-loss,M&M,2024,3,0.18
Other Income_profit-loss,profit-loss,M&M,2013,3,841.0
Other Income_profit-loss,profit-loss,M&M,2014,3,773.0
Other Income_profit-loss,profit-loss,M&M,2015,3,800.0
Other Income_profit-loss,profit-loss,M&M,2016,3,1399.0
Other Income_profit-loss,profit-loss,M&M,2017,3,2077.0
Other Income_profit-loss,profit-loss,M&M,2018,3,4366.0
Other Income_profit-loss,profit-loss,M&M,2019,3,2676.0
Other Income_profit-loss,profit-loss,M&M,2020,3,885.0
Other Income_profit-loss,profit-loss,M&M,2021,3,1152.0
Other Income_profit-loss,profit-loss,M&M,2022,3,3204.0
Other Income_profit-loss,profit-loss,M&M,2023,3,3961.0
Other Income_profit-loss,profit-loss,M&M,2024,3,3298.0
Interest,profit-loss,M&M,2013,3,2297.0
Interest,profit-loss,M&M,2014,3,2954.0
Interest,profit-loss,M&M,2015,3,3157.0
Interest,profit-loss,M&M,2016,3,3368.0
Interest,profit-loss,M&M,2017,3,3648.0
Interest,profit-loss,M&M,2018,3,3987.0
Interest,profit-loss,M&M,2019,3,5021.0
Interest,profit-loss,M&M,2020,3,6021.0
Interest,profit-loss,M&M,2021,3,6102.0
Interest,profit-loss,M&M,2022,3,5018.0
Interest,profit-loss,M&M,2023,3,5830.0
Interest,profit-loss,M&M,2024,3,7488.0
Depreciation,profit-loss,M&M,2013,3,2080.0
Depreciation,profit-loss,M&M,2014,3,2170.0
Depreciation,profit-loss,M&M,2015,3,2124.0
Depreciation,profit-loss,M&M,2016,3,2442.0
Depreciation,profit-loss,M&M,2017,3,2813.0
Depreciation,profit-loss,M&M,2018,3,3280.0
Depreciation,profit-loss,M&M,2019,3,3991.0
Depreciation,profit-loss,M&M,2020,3,3367.0
Depreciation,profit-loss,M&M,2021,3,3378.0
Depreciation,profit-loss,M&M,2022,3,3508.0
Depreciation,profit-loss,M&M,2023,3,4357.0
Depreciation,profit-loss,M&M,2024,3,4724.0
Profit before tax,profit-loss,M&M,2013,3,5580.0
Profit before tax,profit-loss,M&M,2014,3,5820.0
Profit before tax,profit-loss,M&M,2015,3,4313.0
Profit before tax,profit-loss,M&M,2016,3,5672.0
Profit before tax,profit-loss,M&M,2017,3,6350.0
Profit before tax,profit-loss,M&M,2018,3,10326.0
Profit before tax,profit-loss,M&M,2019,3,8871.0
Profit before tax,profit-loss,M&M,2020,3,1655.0
Profit before tax,profit-loss,M&M,2021,3,3158.0
Profit before tax,profit-loss,M&M,2022,3,9362.0
Profit before tax,profit-loss,M&M,2023,3,14060.0
Profit before tax,profit-loss,M&M,2024,3,15978.0
Tax %,profit-loss,M&M,2013,3,0.35
Tax %,profit-loss,M&M,2014,3,0.26
Tax %,profit-loss,M&M,2015,3,0.4
Tax %,profit-loss,M&M,2016,3,0.37
Tax %,profit-loss,M&M,2017,3,0.36
Tax %,profit-loss,M&M,2018,3,0.23
Tax %,profit-loss,M&M,2019,3,0.32
Tax %,profit-loss,M&M,2020,3,1.19
Tax %,profit-loss,M&M,2021,3,0.52
Tax %,profit-loss,M&M,2022,3,0.23
Tax %,profit-loss,M&M,2023,3,0.19
Tax %,profit-loss,M&M,2024,3,0.23
Net Profit_profit-loss,profit-loss,M&M,2013,3,4129.0
Net Profit_profit-loss,profit-loss,M&M,2014,3,5154.0
Net Profit_profit-loss,profit-loss,M&M,2015,3,3381.0
Net Profit_profit-loss,profit-loss,M&M,2016,3,3554.0
Net Profit_profit-loss,profit-loss,M&M,2017,3,4051.0
Net Profit_profit-loss,profit-loss,M&M,2018,3,7958.0
Net Profit_profit-loss,profit-loss,M&M,2019,3,6017.0
Net Profit_profit-loss,profit-loss,M&M,2020,3,-321.0
Net Profit_profit-loss,profit-loss,M&M,2021,3,1512.0
Net Profit_profit-loss,profit-loss,M&M,2022,3,7253.0
Net Profit_profit-loss,profit-loss,M&M,2023,3,11374.0
Net Profit_profit-loss,profit-loss,M&M,2024,3,12270.0
EPS in Rs,profit-loss,M&M,2013,3,33.38
EPS in Rs,profit-loss,M&M,2014,3,37.89
EPS in Rs,profit-loss,M&M,2015,3,25.26
EPS in Rs,profit-loss,M&M,2016,3,25.35
EPS in Rs,profit-loss,M&M,2017,3,29.77
EPS in Rs,profit-loss,M&M,2018,3,60.41
EPS in Rs,profit-loss,M&M,2019,3,42.76
EPS in Rs,profit-loss,M&M,2020,3,1.02
EPS in Rs,profit-loss,M&M,2021,3,14.58
EPS in Rs,profit-loss,M&M,2022,3,52.91
EPS in Rs,profit-loss,M&M,2023,3,82.68
EPS in Rs,profit-loss,M&M,2024,3,90.62
Dividend Payout %,profit-loss,M&M,2013,3,0.19
Dividend Payout %,profit-loss,M&M,2014,3,0.18
Dividend Payout %,profit-loss,M&M,2015,3,0.23
Dividend Payout %,profit-loss,M&M,2016,3,0.21
Dividend Payout %,profit-loss,M&M,2017,3,0.22
Dividend Payout %,profit-loss,M&M,2018,3,0.11
Dividend Payout %,profit-loss,M&M,2019,3,0.17
Dividend Payout %,profit-loss,M&M,2020,3,2.05
Dividend Payout %,profit-loss,M&M,2021,3,0.54
Dividend Payout %,profit-loss,M&M,2022,3,0.2
Dividend Payout %,profit-loss,M&M,2023,3,0.18
Dividend Payout %,profit-loss,M&M,2024,3,0.21
Equity Capital,balance-sheet,M&M,2013,3,295.0
Equity Capital,balance-sheet,M&M,2014,3,295.0
Equity Capital,balance-sheet,M&M,2015,3,296.0
Equity Capital,balance-sheet,M&M,2016,3,270.0
Equity Capital,balance-sheet,M&M,2017,3,311.0
Equity Capital,balance-sheet,M&M,2018,3,543.0
Equity Capital,balance-sheet,M&M,2019,3,544.0
Equity Capital,balance-sheet,M&M,2020,3,554.0
Equity Capital,balance-sheet,M&M,2021,3,555.0
Equity Capital,balance-sheet,M&M,2022,3,556.0
Equity Capital,balance-sheet,M&M,2023,3,557.0
Equity Capital,balance-sheet,M&M,2024,3,557.0
Reserves,balance-sheet,M&M,2013,3,19666.0
Reserves,balance-sheet,M&M,2014,3,23012.0
Reserves,balance-sheet,M&M,2015,3,25561.0
Reserves,balance-sheet,M&M,2016,3,26222.0
Reserves,balance-sheet,M&M,2017,3,29467.0
Reserves,balance-sheet,M&M,2018,3,36232.0
Reserves,balance-sheet,M&M,2019,3,39439.0
Reserves,balance-sheet,M&M,2020,3,39415.0
Reserves,balance-sheet,M&M,2021,3,41027.0
Reserves,balance-sheet,M&M,2022,3,46567.0
Reserves,balance-sheet,M&M,2023,3,55809.0
Reserves,balance-sheet,M&M,2024,3,65633.0
Borrowings_balance-sheet,balance-sheet,M&M,2013,3,28711.0
Borrowings_balance-sheet,balance-sheet,M&M,2014,3,35167.0
Borrowings_balance-sheet,balance-sheet,M&M,2015,3,37911.0
Borrowings_balance-sheet,balance-sheet,M&M,2016,3,41553.0
Borrowings_balance-sheet,balance-sheet,M&M,2017,3,48762.0
Borrowings_balance-sheet,balance-sheet,M&M,2018,3,55898.0
Borrowings_balance-sheet,balance-sheet,M&M,2019,3,70848.0
Borrowings_balance-sheet,balance-sheet,M&M,2020,3,82092.0
Borrowings_balance-sheet,balance-sheet,M&M,2021,3,80625.0
Borrowings_balance-sheet,balance-sheet,M&M,2022,3,77605.0
Borrowings_balance-sheet,balance-sheet,M&M,2023,3,92247.0
Borrowings_balance-sheet,balance-sheet,M&M,2024,3,108647.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2013,3,27460.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2014,3,29415.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2015,3,30608.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2016,3,31806.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2017,3,35296.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2018,3,43696.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2019,3,51057.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2020,3,43655.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2021,3,42762.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2022,3,47661.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2023,3,55670.0
Other Liabilities_balance-sheet,balance-sheet,M&M,2024,3,59884.0
Total Liabilities,balance-sheet,M&M,2013,3,76131.0
Total Liabilities,balance-sheet,M&M,2014,3,87889.0
Total Liabilities,balance-sheet,M&M,2015,3,94376.0
Total Liabilities,balance-sheet,M&M,2016,3,99852.0
Total Liabilities,balance-sheet,M&M,2017,3,113835.0
Total Liabilities,balance-sheet,M&M,2018,3,136369.0
Total Liabilities,balance-sheet,M&M,2019,3,161889.0
Total Liabilities,balance-sheet,M&M,2020,3,165716.0
Total Liabilities,balance-sheet,M&M,2021,3,164968.0
Total Liabilities,balance-sheet,M&M,2022,3,172388.0
Total Liabilities,balance-sheet,M&M,2023,3,204283.0
Total Liabilities,balance-sheet,M&M,2024,3,234722.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2013,3,18307.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2014,3,18381.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2015,3,19047.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2016,3,20585.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2017,3,20989.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2018,3,26182.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2019,3,28983.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2020,3,29689.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2021,3,21380.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2022,3,26018.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2023,3,27140.0
Fixed Assets_balance-sheet,balance-sheet,M&M,2024,3,28129.0
CWIP,balance-sheet,M&M,2013,3,1631.0
CWIP,balance-sheet,M&M,2014,3,2191.0
CWIP,balance-sheet,M&M,2015,3,3032.0
CWIP,balance-sheet,M&M,2016,3,2371.0
CWIP,balance-sheet,M&M,2017,3,4279.0
CWIP,balance-sheet,M&M,2018,3,4269.0
CWIP,balance-sheet,M&M,2019,3,4760.0
CWIP,balance-sheet,M&M,2020,3,6856.0
CWIP,balance-sheet,M&M,2021,3,7873.0
CWIP,balance-sheet,M&M,2022,3,6703.0
CWIP,balance-sheet,M&M,2023,3,3969.0
CWIP,balance-sheet,M&M,2024,3,8039.0
Investments,balance-sheet,M&M,2013,3,6440.0
Investments,balance-sheet,M&M,2014,3,8082.0
Investments,balance-sheet,M&M,2015,3,10027.0
Investments,balance-sheet,M&M,2016,3,11603.0
Investments,balance-sheet,M&M,2017,3,14662.0
Investments,balance-sheet,M&M,2018,3,16018.0
Investments,balance-sheet,M&M,2019,3,18268.0
Investments,balance-sheet,M&M,2020,3,19210.0
Investments,balance-sheet,M&M,2021,3,28778.0
Investments,balance-sheet,M&M,2022,3,30060.0
Investments,balance-sheet,M&M,2023,3,35272.0
Investments,balance-sheet,M&M,2024,3,35208.0
Other Assets_balance-sheet,balance-sheet,M&M,2013,3,49752.0
Other Assets_balance-sheet,balance-sheet,M&M,2014,3,59234.0
Other Assets_balance-sheet,balance-sheet,M&M,2015,3,62270.0
Other Assets_balance-sheet,balance-sheet,M&M,2016,3,65293.0
Other Assets_balance-sheet,balance-sheet,M&M,2017,3,73905.0
Other Assets_balance-sheet,balance-sheet,M&M,2018,3,89900.0
Other Assets_balance-sheet,balance-sheet,M&M,2019,3,109878.0
Other Assets_balance-sheet,balance-sheet,M&M,2020,3,109960.0
Other Assets_balance-sheet,balance-sheet,M&M,2021,3,106938.0
Other Assets_balance-sheet,balance-sheet,M&M,2022,3,109607.0
Other Assets_balance-sheet,balance-sheet,M&M,2023,3,137902.0
Other Assets_balance-sheet,balance-sheet,M&M,2024,3,163345.0
Total Assets,balance-sheet,M&M,2013,3,76131.0
Total Assets,balance-sheet,M&M,2014,3,87889.0
Total Assets,balance-sheet,M&M,2015,3,94376.0
Total Assets,balance-sheet,M&M,2016,3,99852.0
Total Assets,balance-sheet,M&M,2017,3,113835.0
Total Assets,balance-sheet,M&M,2018,3,136369.0
Total Assets,balance-sheet,M&M,2019,3,161889.0
Total Assets,balance-sheet,M&M,2020,3,165716.0
Total Assets,balance-sheet,M&M,2021,3,164968.0
Total Assets,balance-sheet,M&M,2022,3,172388.0
Total Assets,balance-sheet,M&M,2023,3,204283.0
Total Assets,balance-sheet,M&M,2024,3,234722.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2013,3,-922.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2014,3,-244.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2015,3,1055.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2016,3,2385.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2017,3,183.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2018,3,682.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2019,3,-4347.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2020,3,-1457.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2021,3,17909.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2022,3,9248.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2023,3,-7074.0
Cash from Operating Activity_cash-flow,cash-flow,M&M,2024,3,-5630.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2013,3,-2903.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2014,3,-4524.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2015,3,-4357.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2016,3,-5506.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2017,3,-5875.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2018,3,-5467.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2019,3,-7174.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2020,3,-6870.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2021,3,-19686.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2022,3,-3252.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2023,3,-8866.0
Cash from Investing Activity_cash-flow,cash-flow,M&M,2024,3,-5615.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2013,3,4508.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2014,3,5577.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2015,3,1669.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2016,3,2967.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2017,3,6108.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2018,3,6314.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2019,3,13194.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2020,3,6933.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2021,3,406.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2022,3,-5883.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2023,3,15946.0
Cash from Financing Activity_cash-flow,cash-flow,M&M,2024,3,12281.0
Net Cash Flow,cash-flow,M&M,2013,3,684.0
Net Cash Flow,cash-flow,M&M,2014,3,810.0
Net Cash Flow,cash-flow,M&M,2015,3,-1633.0
Net Cash Flow,cash-flow,M&M,2016,3,-154.0
Net Cash Flow,cash-flow,M&M,2017,3,416.0
Net Cash Flow,cash-flow,M&M,2018,3,1529.0
Net Cash Flow,cash-flow,M&M,2019,3,1672.0
Net Cash Flow,cash-flow,M&M,2020,3,-1394.0
Net Cash Flow,cash-flow,M&M,2021,3,-1370.0
Net Cash Flow,cash-flow,M&M,2022,3,113.0
Net Cash Flow,cash-flow,M&M,2023,3,6.0
Net Cash Flow,cash-flow,M&M,2024,3,1037.0
Sales_quarters,quarters,M&M,2021,6,19172.0
Sales_quarters,quarters,M&M,2021,9,21470.0
Sales_quarters,quarters,M&M,2021,12,23594.0
Sales_quarters,quarters,M&M,2022,3,25934.0
Sales_quarters,quarters,M&M,2022,6,28414.0
Sales_quarters,quarters,M&M,2022,9,29870.0
Sales_quarters,quarters,M&M,2022,12,30621.0
Sales_quarters,quarters,M&M,2023,3,32456.0
Sales_quarters,quarters,M&M,2023,6,33892.0
Sales_quarters,quarters,M&M,2023,9,34436.0
Sales_quarters,quarters,M&M,2023,12,35299.0
Sales_quarters,quarters,M&M,2024,3,35452.0
Sales_quarters,quarters,M&M,2024,6,37218.0
Expenses_quarters,quarters,M&M,2021,6,18184.0
Expenses_quarters,quarters,M&M,2021,9,16578.0
Expenses_quarters,quarters,M&M,2021,12,19068.0
Expenses_quarters,quarters,M&M,2022,3,21657.0
Expenses_quarters,quarters,M&M,2022,6,24016.0
Expenses_quarters,quarters,M&M,2022,9,24802.0
Expenses_quarters,quarters,M&M,2022,12,25368.0
Expenses_quarters,quarters,M&M,2023,3,26798.0
Expenses_quarters,quarters,M&M,2023,6,27642.0
Expenses_quarters,quarters,M&M,2023,9,28706.0
Expenses_quarters,quarters,M&M,2023,12,29075.0
Expenses_quarters,quarters,M&M,2024,3,28848.0
Expenses_quarters,quarters,M&M,2024,6,29975.0
Operating Profit,quarters,M&M,2021,6,987.0
Operating Profit,quarters,M&M,2021,9,4892.0
Operating Profit,quarters,M&M,2021,12,4526.0
Operating Profit,quarters,M&M,2022,3,4278.0
Operating Profit,quarters,M&M,2022,6,4399.0
Operating Profit,quarters,M&M,2022,9,5068.0
Operating Profit,quarters,M&M,2022,12,5254.0
Operating Profit,quarters,M&M,2023,3,5658.0
Operating Profit,quarters,M&M,2023,6,6249.0
Operating Profit,quarters,M&M,2023,9,5730.0
Operating Profit,quarters,M&M,2023,12,6224.0
Operating Profit,quarters,M&M,2024,3,6604.0
Operating Profit,quarters,M&M,2024,6,7243.0
OPM %,quarters,M&M,2021,6,0.05
OPM %,quarters,M&M,2021,9,0.23
OPM %,quarters,M&M,2021,12,0.19
OPM %,quarters,M&M,2022,3,0.16
OPM %,quarters,M&M,2022,6,0.15
OPM %,quarters,M&M,2022,9,0.17
OPM %,quarters,M&M,2022,12,0.17
OPM %,quarters,M&M,2023,3,0.17
OPM %,quarters,M&M,2023,6,0.18
OPM %,quarters,M&M,2023,9,0.17
OPM %,quarters,M&M,2023,12,0.18
OPM %,quarters,M&M,2024,3,0.19
OPM %,quarters,M&M,2024,6,0.19
Other Income_quarters,quarters,M&M,2021,6,565.0
Other Income_quarters,quarters,M&M,2021,9,690.0
Other Income_quarters,quarters,M&M,2021,12,815.0
Other Income_quarters,quarters,M&M,2022,3,1135.0
Other Income_quarters,quarters,M&M,2022,6,675.0
Other Income_quarters,quarters,M&M,2022,9,1348.0
Other Income_quarters,quarters,M&M,2022,12,1184.0
Other Income_quarters,quarters,M&M,2023,3,662.0
Other Income_quarters,quarters,M&M,2023,6,1065.0
Other Income_quarters,quarters,M&M,2023,9,812.0
Other Income_quarters,quarters,M&M,2023,12,756.0
Other Income_quarters,quarters,M&M,2024,3,750.0
Other Income_quarters,quarters,M&M,2024,6,733.0
Interest,quarters,M&M,2021,6,1300.0
Interest,quarters,M&M,2021,9,1285.0
Interest,quarters,M&M,2021,12,1211.0
Interest,quarters,M&M,2022,3,1222.0
Interest,quarters,M&M,2022,6,1219.0
Interest,quarters,M&M,2022,9,1382.0
Interest,quarters,M&M,2022,12,1596.0
Interest,quarters,M&M,2023,3,1634.0
Interest,quarters,M&M,2023,6,1719.0
Interest,quarters,M&M,2023,9,1835.0
Interest,quarters,M&M,2023,12,1945.0
Interest,quarters,M&M,2024,3,1989.0
Interest,quarters,M&M,2024,6,2108.0
Depreciation,quarters,M&M,2021,6,802.0
Depreciation,quarters,M&M,2021,9,852.0
Depreciation,quarters,M&M,2021,12,919.0
Depreciation,quarters,M&M,2022,3,935.0
Depreciation,quarters,M&M,2022,6,960.0
Depreciation,quarters,M&M,2022,9,1092.0
Depreciation,quarters,M&M,2022,12,1110.0
Depreciation,quarters,M&M,2023,3,1194.0
Depreciation,quarters,M&M,2023,6,1128.0
Depreciation,quarters,M&M,2023,9,1139.0
Depreciation,quarters,M&M,2023,12,1123.0
Depreciation,quarters,M&M,2024,3,1335.0
Depreciation,quarters,M&M,2024,6,1248.0
Profit before tax,quarters,M&M,2021,6,-550.0
Profit before tax,quarters,M&M,2021,9,3445.0
Profit before tax,quarters,M&M,2021,12,3211.0
Profit before tax,quarters,M&M,2022,3,3256.0
Profit before tax,quarters,M&M,2022,6,2894.0
Profit before tax,quarters,M&M,2022,9,3943.0
Profit before tax,quarters,M&M,2022,12,3732.0
Profit before tax,quarters,M&M,2023,3,3492.0
Profit before tax,quarters,M&M,2023,6,4468.0
Profit before tax,quarters,M&M,2023,9,3568.0
Profit before tax,quarters,M&M,2023,12,3912.0
Profit before tax,quarters,M&M,2024,3,4030.0
Profit before tax,quarters,M&M,2024,6,4621.0
Tax %,quarters,M&M,2021,6,-0.4
Tax %,quarters,M&M,2021,9,0.28
Tax %,quarters,M&M,2021,12,0.23
Tax %,quarters,M&M,2022,3,0.2
Tax %,quarters,M&M,2022,6,0.18
Tax %,quarters,M&M,2022,9,0.23
Tax %,quarters,M&M,2022,12,0.2
Tax %,quarters,M&M,2023,3,0.14
Tax %,quarters,M&M,2023,6,0.18
Tax %,quarters,M&M,2023,9,0.3
Tax %,quarters,M&M,2023,12,0.24
Tax %,quarters,M&M,2024,3,0.22
Tax %,quarters,M&M,2024,6,0.23
Net Profit_quarters,quarters,M&M,2021,6,-332.0
Net Profit_quarters,quarters,M&M,2021,9,2491.0
Net Profit_quarters,quarters,M&M,2021,12,2485.0
Net Profit_quarters,quarters,M&M,2022,3,2608.0
Net Profit_quarters,quarters,M&M,2022,6,2361.0
Net Profit_quarters,quarters,M&M,2022,9,3021.0
Net Profit_quarters,quarters,M&M,2022,12,2994.0
Net Profit_quarters,quarters,M&M,2023,3,2998.0
Net Profit_quarters,quarters,M&M,2023,6,3684.0
Net Profit_quarters,quarters,M&M,2023,9,2484.0
Net Profit_quarters,quarters,M&M,2023,12,2977.0
Net Profit_quarters,quarters,M&M,2024,3,3125.0
Net Profit_quarters,quarters,M&M,2024,6,3546.0
EPS in Rs,quarters,M&M,2021,6,3.41
EPS in Rs,quarters,M&M,2021,9,15.51
EPS in Rs,quarters,M&M,2021,12,15.99
EPS in Rs,quarters,M&M,2022,3,18.0
EPS in Rs,quarters,M&M,2022,6,17.66
EPS in Rs,quarters,M&M,2022,9,22.3
EPS in Rs,quarters,M&M,2022,12,21.53
EPS in Rs,quarters,M&M,2023,3,21.2
EPS in Rs,quarters,M&M,2023,6,28.21
EPS in Rs,quarters,M&M,2023,9,18.88
EPS in Rs,quarters,M&M,2023,12,21.38
EPS in Rs,quarters,M&M,2024,3,22.15
EPS in Rs,quarters,M&M,2024,6,26.4
promoters_quarterly,shareholding,M&M,2021,12,0.19469999999999998
promoters_quarterly,shareholding,M&M,2022,3,0.19469999999999998
promoters_quarterly,shareholding,M&M,2022,6,0.1945
promoters_quarterly,shareholding,M&M,2022,9,0.1938
promoters_quarterly,shareholding,M&M,2022,12,0.19390000000000002
promoters_quarterly,shareholding,M&M,2023,3,0.1937
promoters_quarterly,shareholding,M&M,2023,6,0.1937
promoters_quarterly,shareholding,M&M,2023,9,0.19329999999999997
promoters_quarterly,shareholding,M&M,2023,12,0.19329999999999997
promoters_quarterly,shareholding,M&M,2024,3,0.1858
promoters_quarterly,shareholding,M&M,2024,6,0.1855
promoters_quarterly,shareholding,M&M,2024,9,0.18530000000000002
foreign_institutions_quarterly,shareholding,M&M,2021,12,0.38659999999999994
foreign_institutions_quarterly,shareholding,M&M,2022,3,0.373
